0x9Ee5EA5938C4e5F673dc7f775d1820f44ee1d8bF, 183.0
0x8fa5fFB19d939A0DE8e73b5A1cE34B92e9D346E9, 90.0
0x2d562aa8BE1df21f80b47FA097af66FC0ef006f5, 510.0
0x1aC4299c42CD220e7a385d0e1c5e1b15851E71a2, 1057.0
0xFdf0bae8ff864fD7b6302941C14379C705100e03, 237.0
0xed18D80A3455259F2B1622Effe2E023f7aF1263B, 88.0
0x973F1D4F78B8aB20544147c0838b84b742A4EB2F, 375.0
0x8A43B4B9257B94f6CBD324a4BF20a81fBf02dF48, 88.0
0x9cf762e5262cE6c4c0a1DFFcF840C796EAb97a73, 190.0
0xD2e3cacA9B5d2b35094Fafd6206e181e6f40Ad82, 960.0
0x70D6F5A16916568B92D81153731E19C1736748a0, 89.0
0x95Ac1ef3Bac0e25F4Ec6C705453DA29071dA0b2C, 88.0
0x73A3b33CADFEE5f927625101974CAFb8ccA23620, 227.0
0x662a4fc9Ade277066E1f38B180D0C8eF2D9C89Fa, 93.0
0xAaD4B71486385A667cE40bCA15699A226b1F785C, 88.0
0xB59AcB2c59330cA7b20232979ae9D84798FFB40C, 220.0
0xE14Afc49634b5866E096638fa32061e8c7290215, 90.0
0x4bf84B2aD20057f04F5674C0560b1e2D3B0f4D31, 1352.0
0xFfFf64Ca126Fd2674182f58e52a0EB622DD9f8Ff, 95.0
0x5f23bF7b7a3337FB0ecDd864ba48f7D6980C7Ca6, 410.0
0x3c152740A889C80433D94c4d28F819C0d9262718, 88.0
0x0d1982cc40C34722B0D706Bac9968ebf072b740D, 98.0
0xC4B29DDd597b9A54bD89218c83021612cF706eE7, 88.0
0x178902449a722D4eC64a7f8ae90C191ECD238e48, 88.0
0xe55D946297E0B388CD249834B5149a6C88e6f3Be, 88.0
0xc79622084a011DACd1168866dde23CA53871cDaD, 2682.0
0x8bb286940d2772dd96B8B7bF934bdecaD67094cD, 176.0
0x708408234b011EA721eA700d4C2c88Fea7C6edf8, 88.0
0x029ceEc3cc970a9f44e94C003A9BB8844747DC61, 2607.0
0x034d81608F6726972E79C3a42eE436999bD310Be, 5945.0
0x437ee123A9B76273D6eEc09bd81aa5FE834a3535, 3302.0
0xbF7BF27D05ceCfb73B64b7fdb5E0c5b20C98E73b, 2940.0
0x841DBccc6e8Be55Bfb60F1FD719ae98770dA3B28, 649.0
0x699Ed4f89dae3CdDf55ddB8Fa193E42B4a7ff96C, 2646.0
0x21CF72dB663f94B75EDbBD385cEc8Bc5EDD1201f, 3926.0
0xc03Bbe63f07B8746bb5ed168cc58aD178339BA0f, 238.0
0xD9281DAaA592B4580dcf5C937E5220455E2f581f, 176.0
0xB2b04Fc1327610ac98Eab49837F7390617E849bc, 1784.0
0xd01AF642D4D9D29eb7fbb4b7f074EAFE6DB58024, 448.0
0xc7e4f335a7D0bf793100e4886aE0C8bF9994AD37, 875.0
0x0A5322D0C5b0f715C6421ef0F675fA9f46AF6454, 88.0
0x8dc992d62B4a6a02522e2f3673fcD2098b44Fc1B, 970.0
0x5af281ece6Ad1Aafba6bC34dBf970502b586cCc3, 176.0
0xE3Cc6D7eb547c495Dd1e0C78FC80E5ED8090Bb73, 8.0
0x1e42E5a2277d71c72d0B56B1d51A698DC2f9CeCC, 4558.0
0x6c0a611026D3f0A4665B88cb5cABf4E80d33C05b, 176.0
0x6C0dA112E6e705d158F26E70EfC1A124fD774a91, 5217.0
0xecE07ec65e3b137ec6977039eA04230d93484e5a, 176.0
0x85E8f6a179A745722D7a2e24f71e79F5eB89ffAa, 88.0
0xf8073FADAb194FC645eD23B3056E6faB8BC53907, 4077.0
0x87215c13AD2F3D436690bD6B9a511E38697fCA6E, 669.0
0xCA6D7c26f75417C5014295D23C3781a7f7926af4, 2278.0
0xefD118044B77615fcdD40b8CA6736f756377Ff7d, 88.0
0xeB3488c217802068e3832C531b60842EBF4A6bc7, 1877.0
0xb96a5f6a47c2F4B63dDFbEc5b2a22235AC88a541, 957.0
0xdE354cbab90087713A4586B78DFbE94b278a4b85, 104.0
0x9c66B7685eA08049aCc80E57f66CbEb904f05BC3, 109.0
0x217c1B18c51DF93ad20B1e43254B8827E6EfD8d4, 70.0
0x64Ad52ee1c54B79869bA4EEBbcfc59AfB0e11dE2, 430.0
0xA7cD01a6bb637dFDbaa9B6AbfE7Cd9e430Ac9C33, 732.0
0x03674b835F4ABED7fFC7F6c9A591bDdB6f041c7d, 199.0
0x4d014b0ad28a8b7c5FE0961C2370fBd1266fFAA0, 493.0
0x9087e1FC5076A061E0DeF864b85A2C8555717c5F, 93.0
0xed8Eb55637F5CeBEDdeF82D0477BBe645E16DD2C, 66.0
0xA682C118Ed371bbCa8F97Fb208085f36BAeF22E0, 698.0
0xF77Ec7c42e90E29AAc04CeabCBE2A2859C97AD81, 526.0
0x19285bA7a1BDe16637E5262041D0672CD32a46B6, 1961.0
0x0e7f0E7948d451c81d74A5dAA878eB3dAbC38980, 732.0
0x51806B3C5125888cd3692Ef48e974F528B93D554, 110.0
0xcd9abE6E40397A52A40e898A1FF03a45C696A46b, 330.0
0xbdeA8563D7a6f0B5008969a87497B668006EBbc8, 2650.0
0x03789782C526954e4eFd92f50861AbeabE3bF83A, 506.0
0x3d7BA8D668F3b4801FE2081C0191d97b47254C69, 3.0
0x9dA3eb3a70E716dBb8FB54Adf68F70a9f40A68c6, 705.0
0xd642eF8d28cB0c35e675390D12c7cC7111d46BA3, 3214.0
0x84Ece2e6C10836Ef492B142D638ab751738686A3, 2580.0
0x31b4A9CEfACf43b8542B1228C953d45A3a3Dd7d1, 222.0
0x06a82f9a65A3FEacc4FC7D9119073ab3fDE45595, 106.0
0xC24ab8B5D4b566099B28b915d55f3acE96C4F014, 92.0
0xcaE2ef93D036723317BdC5c367818676fA9ada12, 3.0
0xfdB1578B5ca704e41d406d1d54b058a02D4694f2, 1186.0
0x9c0E7b2c0e7512a1b11edd18CA76BFeef5daE921, 752.0
0x8047EEbD1EFeB96EB9b1CaEdCCe160d9e9237cC4, 418.0
0xFf6600ff7230cdBE422281C5B26c5a430295211c, 3364.0
0xe95f50139CFa54e465DBFDaa9CD7Ad24fdbA6d9E, 169.0
0x35A6C07AF3a0a24102BbEb27fEb57d0A81F9ECd6, 178.0
0xbF2859b5c3C25504D63782160619E9021f8b7B8d, 2581.0
0x8e0e4db97168Ee73a5b02a65840C9695cb9C3796, 3068.0
0xb99c9e84d78c50c71c1a6A195619c8C95DB57bA0, 424.0
0xc0C9Adf0B5Db6B5611D001e86070e55D180D17ad, 103.0
0xD60A390E623C3853735bF779ECB01685a0dE6B00, 418.0
0x948F2E079b69324F1c753ae07691AaA158f3A821, 101.0
0xAa369bFC028942A5fBc33B8efA1543b4443d8c2d, 67.0
0xF3e52f08e17dD83c864b4D0FA006B15b6ac48D48, 30092.0
0xc30F5461078062f7228d23651e40367334fBc763, 3744.0
0x0353320750B1f7357C21acdC2e232C03f55fE588, 2534.0
0x360a1cd060BAf94b514Df2cd4E451936B1568Fd5, 2976.0
0xc250C7dC0d6A22295B105c1C50ccD30bfd373c59, 1795.0
0x152aC66af9c239F15132e100C1056459AAc43777, 5.0
0x456b036B8462F1fB66C6D982Fa181FC78Ed15e0a, 405.0
0x5Df6A02A16485688fdEaEBEda64f51B1E398EB7c, 3194.0
0x3161B00EC68cFB869DE242A1B3951F2c16AaaD2c, 2894.0
0x9Fe1a7e16948280FAAb588502dc8269841718135, 98.0
0xFcBD94a662964461654cAB3923DcE1ec05BC1808, 88.0
0x5981040Bf82D10361f0f0D6CF5b12d4cCa719632, 2.0
0xA3275d04D5405f0937E1F40F5329BC4659B88b9a, 1123.0
0x8B3B31098C5d19eC2D40512EbC183B68413f3867, 96.0
0x9A3822fE46365B2b648CCF724C06c8CF1C70608b, 91.0
0xE1bb5908E74DF54DF7F85318A53d8c1A7d8f2d21, 269.0
0x525C5974B28f99aB808050D7e9D7EBEf00C12935, 794.0
0x6B46f24978a9619FbeCa24a01E3F8D243c234150, 3169.0
0xC099D0474803CFc18464180f780BE8a98e36c8A8, 199.0
0x55EBA6c6d20763b441fBDC38d2DD25176B53f882, 2306.0
0xc5Cc518263CD480D1c85586f6fD04baB1Dc065de, 1321.0
0xD70D3A157a549E7D5e7e29A9C7fBfb147B53925C, 154.0
0xB4e0064C2E4D09a65FAe09066330C4a76891840C, 3271.0
0xEbc90d589D211433Ce2F40d26E14d880C1eE50D0, 16771.0
0x9F9B9CB25214e32F0Db6d332608Ba5b554D4D9Fe, 1047.0
0xBb3dFa2F99A1219b7eD84E16F43Aa48f419D2366, 92.0
0xb0AB4B50A28D7B19Af8f2B70577bBBE6e79901c1, 4320.0
0x96819930b0006C91Cc769d788300717070268959, 194.0
0xcf22dC39e10cd2EA127fb0A953546c95cec64e09, 90.0
0xAe4409EBb7306ca038d37Aa488A53023B1b38991, 176.0
0x30681537c5Cce27e528BB6DF7F8755f1912E5934, 828.0
0xd97812B23aCE6b56fB662C4882f2b3fA4Fab731B, 5037.0
0x5642Bced0CDe93F61E7d9dDD6045F0811400e670, 99.0
0x99B27c5791093Da9F280D32350758C3D3fAB7EC0, 2296.0
0x1bdA253B2BC30d1645ab42691e08a833d8d74A1d, 93.0
0xEEAd34a962Fc78AD9fd999657c889519547841D2, 493.0
0xaFD9d020a83b928d31b03689e13781eE57742A9C, 10994.0
0xA38CDA0abedCe2bCdb2e16C2c6bb4764eaD17ec9, 2967.0
0x1f112633Af87fb23566F42Af469c00a5A03AaE35, 90.0
0xB246476EdB363C7231C7F44E818c5D9ac19B72d5, 95.0
0xeA1500Cf6238aAd15905459Cd50811D00e016c03, 3766.0
0x91855158a3aA0488ed17766f81F4B79b259752e6, 3758.0
0x05f8FEC69A1b2E5Eb344e48ac5B294Cb6E36C208, 176.0
0xea9543B32d8e4ef48069151Adfed89309D87B9BF, 7.0
0x84e7CaE183DfAa8043478f34d91C4fDAAd21cFBE, 176.0
0x2F99dE14b788677A27875ECA81E99288a89e0595, 1753.0
0xc3750fA26cFCc804cf130A3DEA51426D44E80B25, 704.0
0xA2A485A1fBDED110807e13B248C6866e4059537F, 2506.0
0xf264fDA6E90dBFc167BC3aBa8Ab125302ffeEB1B, 95.0
0x4640F7FC0Abb1B08915b34437B283e84609ab9d9, 88.0
0xACFb949D55A0119b00C405cb4f8FaE3613f61c38, 2054.0
0xf8Ed682910a59EEDb74F112Cf1a148D455330ff7, 176.0
0xd614c1bA717EE0C19A3A2778D4a498E085c006fa, 921.0
0x95e2399D82Ef4c8770c02252A785fa4c9cF70c29, 102.0
0x0d2E1e662FFAAE47762bDa36DFE1583A9fc4A23A, 176.0
0xCa61c3fEd5bE31b164C071CbC60F6d6f5F563eF8, 319.0
0xe6397950A28624E2D156B97262D9cCF2C4a8F033, 1174.0
0x45132d99A489db1a7a4717017d3c6eD343aE094E, 284.0
0x5d5092E13Fe1371A3F3Ad5b5Cff52adADc391b83, 291.0
